Jual Nmax Putih 2016 Ori,"Jual Nmax 2016 Original Kondisi overall 8,5 / 10
Plat B
Non ABS
Surat-surat lengkap
Pajak hidup Oktober
Service resmi rutin
Mesin halus, pemakaian pribadi
No modifikasi
Biar foto yang berbicara atau datang langsung untuk melihat kondisi dan spesifikasi lebih lengkapnya. Tipe Mesin 4 Langkah, SOHC, berpendingin cairan
Kapasitas mesin 155cc
Perbandingan kompresi 10.5 : 1
Daya maksimum 11.1 kW/8000 rpm
Tenaga maksimum 14.4 Nm/6000 rpm
Sistem bahan bakar FI (Fuel Injection)
Kapasitas oli mesin Total – 1,00 L ; Berkala 0,90 L
Tipe kopling Kering, Centrifugal Automatic
Tipe transmisi V-Belt Automatic P x L x T 1.955mm x 740mm x 1.115mm
Jarak sumbu roda 1.350mm
Jarak terendah ke tanah 135mm
Tinggi tempat duduk 765mm
Berat isi 127 kg
Kapasitas tangki bensin 6.6 liter COD: Pondok cabe, cinere, sekitarnya "
Honda beat,"WhatsApp: 0822-4925-7658
Di jual motor Honda beat
Kelengkapan surat² lengkap Pajak hidup
Kondisi motor masih sangat mulus nggk ada kendala minus cuma pemakaian aja "
Yamaha Nmax Merah Tahun 2017,"Jual Yamaha Nmax Merah masih gress, pajak mati 1 Tahun "
CBR 150R Repsol Low Kilomete,"Dijual CBR 150R Repsol Tahun 2016 dengan deskripsi sebagai berikut : – BPKB/STNK atas nama pribadi, plat B Kabupaten Bekasi
– Pajak s.d Juni 2019
– Kilometer baru 6000an
– Bensin selalu Pertamax Turbo / Shell VPower
– Oli selalu Motul 1,2 L (sisaan oli masih banyak)
– Servis rutin dengan jarak pemakaian tidak pernah jauh
– Helm bawaan masih terbungkus rapi Lokasi di Bekasi Timur Perumahan Pondok Timur Indah "
"Yamaha Vixion 2014 akhir, mulus","Yamaha Vixion tahun 2014 bulan 10
kilometer 23.966 on going
surat – surat lengkap, tangan pertama
tidak pernah jatoh.
irit untuk dipakai harian.
untuk info selanjutnya WA saja "
Vixion KS 2014 – Full Original (Nego),"Dijual New Vixion Lightning Thn. 2014
Kondisi Bagus. Full Original.
KM. 13.140 ( Jarang pakai )
Dilengkapi Kick Starter
Harga Rp. 15.000.000,- (Nego)
Tangan Pertama. Milik sendiri. Surat lengkap.
Service rutin di Bengkel Resmi Yamaha.
Wilayah Tangerang-Cipondoh "
Kawasaki w175 se,Saya ingin jual motor saya karena ad kebutuhan mendesak.motor jarang saya pake minat wa 0878-7340-8166 
jual Honda Vario125 Mulus Terawat,"Honda Vario 125 Th.2013, tangan pertama, atas Nama sendiri. Orisinil semua, pajak Baru, surat2 lengkap Plat msih panjang sampai 2023. kondisi mesin sehat & Body masih Mulus terawat cocok buat mudik atau luar kota "
Yamaha nmax abs,Di jual motor nmax abs 2017 surat2 lengkap pajak jalan msih panjang motor sesuai di gambar msih mulus rutin servis no kendala ban msih tebal minat call/wa 085971784733 
Motor Gsx R150,"Kondisi fisik Motor :
1. Masih mulus, belum pernah jatuh
2. Sparepart masih standar bawaan dealer (Kecuali lampu sein) tapi nanti tetap di kasih lampu sein yang ori nya Jarak tempuh masih rendah ±1500 km
Surat-surat lengkap..
Pajak masih panjang.. Harga masih bisa NEGO.. "
Scrambler Honda Tiger 2007 Custom,"Bismillahirrohmanirrohiim… SCRAMBLER HONDA TIGER 2007 CUSTOM (pajak hidup) SPESIFIKASI :
– STNK & BPKB lengkap akur
– Nomor mesin & rangka akur
– Jok kulit perimium
– Stop lamp & sein LED
– Breket plat nomor custom
– Knalpot stainless
– Head lamp day maker spider eye & Cover custom
– Sein Jalu, warna putih kuning
– Variasi master rem Brembo
– Skidplat custom
– Spidometer digital
– Spakbor custom depan & belakang
– Shock Up side down (depan)
– Shock YSS black ukuran 3.40 (belakang)
– Exhaust wrap gold
– Tangki super gede & cover aki custom
– Ban swallow ekstra lebar (120&140)
– Bensin selalu Pertamax
– Kelistrikan normal semua
– Velg Rossi
– Mesin ori Honda Tiger 200cc
– Plat B (Jakarta Timur)
– Stang fatbar protaper
– Bonus sarung tangan kulit asli size M + Helm Cakil hitam doff masih mulusss
– Motor jarang pakai paling pas weekend atau keliling komplek aj krn tiap hari kerja make matic, tpi selalu dipanasin tiap hari
– Kegantengan makin nambah klo make motor ini gan, jadi pusat perhatian klo keliling komplek hehe..
– Suara knalpot SUPER GAHAR
– Siap gasss buat touring jauh broo.. * Serius chat di WA
* Lokasi Jatiuwung, Tangerang
* Mau liat barang & test ride silahkan datang ke rumah, sambil ngopi di warung hehe "
Honda Beat 2015 ESP Putih~Merah,"Honda Beat 2015 ESP Putih~Merah
Teknologi “Starter Halus”
Plat L
BPKB,faktur dan NIK ~LENGKAP
Pajak HIDUP s/d Juli 2019
STNK HIDUP s/d Juli 2019
Kunci Serep motor ~ADA
Kunci Tool kit Busi ~ADA
Kilometer rendah
Ban depan TEBAL, apalagi Ban belakang BARU saja diganti Harga 10,2jt saja "
Dijual Kawasaki Athlete 2012,"Dijual kawasaki athlete 2012 murah 5,6 jt Pajak sampe bulan Januari 2020
Samsat Bandung Tengah
Kanvas dan Mangkok Kopling baru ganti
Ban depan Sportxr Evo 80/80-17 masih baru 3 bulan
kelistrikan sudah full dc (pake kiprok tiger)
rantai dan gear SSS (HSBT)
minus pemakaian
cek langsung ke tempat biar enak
Daerah Cikutra-Pahlawan "
Vespa PX tahun 1991,"VESPA PX TAHUN 1991 LOOK NEW PX PLAT B Jakarta Timur
Surat lengkap akur atas bawah
Pajak plat Tidur
Cat Hijau Tosca 95 %. Lecet pemakaian
Baru Restorasi – Kepala Npx
– Lampu sein guard cuppin
– Handgrip npx
– Hazard Nyala
– Lampu LED 6 sisi RTD
– Speedo & klakson mati
– Mesin halus, kering, Jossss !!! "
"Verza 2013 Pajak Baru, Plat Baru dan jarang dipakai",Kondisi masih orsinil 
jual cb 100 klasik,dijual cb 100 klasik. hub: 08217773348 
Honda cbr 150 tahun 2015,"Di jual motor Honda cbr 150 mulus,jarang pakai Dr awal beli tarikan joss selalu pakai Pertamax ,lampu sudah led ,atas nama pribadi bonus knalpot racing "
Honda Grand Bulus ORI,"Honda Grand bulus ORI tahun 1991, Plat AB Bantul, surat STNK dan BPKB lengkap, hanya mati pajak 2th bagi yang berminat bisa hubungi saya "
Honda Vario 150 tahun 2018 (Juni),"Dijual Cepat Honda 150 (2018)
KM 6000
Servis rutin, mesin dan tarikan mulus layaknya keluaran baru.
Pengguna wanita kantoran, dipakai hanya seputaran rumah dan kantor. Kunci Keyless lengkap beserta kunci cadangan.
Surat OKE Berminat hubungi segera! "
W 175 SE,"Custom triumph military
Part orisinil lengkap dan terawat
Jika bosan dengan stelan custom bisa tinggal pasang stelan orisinil
Surat surat lengkap
Plat D Bandung "
Jual Honda Vario 125 CBS tahun 2012,"Bodi masih mulus , tangan pertama, service berkala , km 35rban "
"Jual CEPAT YAMAHA Vixion 2015, Mesin sangat terawat","1. Mesin sangatlah terawat
2. Bonus Helm Full Face Yamaha Ori dan jaket bawaan delaer
3. Klakson Denso (terpasang)
4. Setang Byson (setang ORI dibawakan) "
New vixion lightning 2014,"Vixion 2014. 13jt nego dikit, mesin masih mulus , ban belakang baru ganti . Stnk & bpkb komplit. Pajak aman. WA: 087726243822 Lokasi Baleendah. "
Jual vario 125 th 2016,An.sendiri pajak bln 3(baru) 
Jual Nmax Putih 2016 Ori,"Jual Nmax 2016 Original Kondisi overall 8,5 / 10
Plat B
Non ABS
Surat-surat lengkap
Pajak hidup Oktober
Service resmi rutin
Mesin halus, pemakaian pribadi
No modifikasi
Biar foto yang berbicara atau datang langsung untuk melihat kondisi dan spesifikasi lebih lengkapnya. Tipe Mesin 4 Langkah, SOHC, berpendingin cairan
Kapasitas mesin 155cc
Perbandingan kompresi 10.5 : 1
Daya maksimum 11.1 kW/8000 rpm
Tenaga maksimum 14.4 Nm/6000 rpm
Sistem bahan bakar FI (Fuel Injection)
Kapasitas oli mesin Total – 1,00 L ; Berkala 0,90 L
Tipe kopling Kering, Centrifugal Automatic
Tipe transmisi V-Belt Automatic P x L x T 1.955mm x 740mm x 1.115mm
Jarak sumbu roda 1.350mm
Jarak terendah ke tanah 135mm
Tinggi tempat duduk 765mm
Berat isi 127 kg
Kapasitas tangki bensin 6.6 liter COD: Pondok cabe, cinere, sekitarnya "
Honda beat,"WhatsApp: 0822-4925-7658
Di jual motor Honda beat
Kelengkapan surat² lengkap Pajak hidup
Kondisi motor masih sangat mulus nggk ada kendala minus cuma pemakaian aja "
Yamaha Nmax Merah Tahun 2017,"Jual Yamaha Nmax Merah masih gress, pajak mati 1 Tahun "
CBR 150R Repsol Low Kilomete,"Dijual CBR 150R Repsol Tahun 2016 dengan deskripsi sebagai berikut : – BPKB/STNK atas nama pribadi, plat B Kabupaten Bekasi
– Pajak s.d Juni 2019
– Kilometer baru 6000an
– Bensin selalu Pertamax Turbo / Shell VPower
– Oli selalu Motul 1,2 L (sisaan oli masih banyak)
– Servis rutin dengan jarak pemakaian tidak pernah jauh
– Helm bawaan masih terbungkus rapi Lokasi di Bekasi Timur Perumahan Pondok Timur Indah "
"Yamaha Vixion 2014 akhir, mulus","Yamaha Vixion tahun 2014 bulan 10
kilometer 23.966 on going
surat – surat lengkap, tangan pertama
tidak pernah jatoh.
irit untuk dipakai harian.
untuk info selanjutnya WA saja "
Vixion KS 2014 – Full Original (Nego),"Dijual New Vixion Lightning Thn. 2014
Kondisi Bagus. Full Original.
KM. 13.140 ( Jarang pakai )
Dilengkapi Kick Starter
Harga Rp. 15.000.000,- (Nego)
Tangan Pertama. Milik sendiri. Surat lengkap.
Service rutin di Bengkel Resmi Yamaha.
Wilayah Tangerang-Cipondoh "
Kawasaki w175 se,Saya ingin jual motor saya karena ad kebutuhan mendesak.motor jarang saya pake minat wa 0878-7340-8166 
